hhid,commid,wave,region,urban_rural,hh_size,dwelling_size,drinking_water_source,pay_for_drinking_water,toilet,bicycle,motorcycle,car,bw_tv,color_tv,washing_machine,refrigerator,air_conditioner,sewing_machine,electric_fan,wall_clock,camera,microwave,electric_cooking_pot,pressure_cooker,computer,telephone,dvd,cellphone,satellite_dish
232304081,232304,2004,23,rural,2,65,yard_well,0,0,1,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,
232304081,232304,2006,23,rural,2,,yard_well,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0
232304081,232304,2009,23,rural,,65,house_tap,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
232304081,232304,2011,23,rural,,65,house_tap,0,0,0,0,0,,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0
232304082,232304,2004,23,rural,1,54,yard_well,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
232304082,232304,2006,23,rural,1,,yard_well,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0
232304082,232304,2009,23,rural,,56,house_tap,0,0,0,0,0,,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0
232304101,232304,2006,23,rural,2,70,yard_well,0,0,1,0,0,1,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0
232304101,232304,2009,23,rural,,76,yard_well,0,0,1,0,0,,1,1,0,0,1,0,,0,0,1,0,0,0,0,1,0
232304101,232304,2011,23,rural,,70,yard_tap,0,0,1,0,0,,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0
232304121,232304,2009,23,rural,,85,house_tap,0,0,1,0,0,,1,1,1,0,1,0,,0,0,1,0,0,1,0,1,0
232304121,232304,2011,23,rural,,84,house_tap,0,0,1,0,0,,1,1,1,0,1,1,,0,0,0,1,1,1,1,0,0
232304122,232304,2009,23,rural,,80,house_tap,0,0,0,1,0,,1,1,1,0,1,1,,1,0,1,0,1,1,1,1,0
232304122,232304,2011,23,rural,,84,yard_tap,0,0,0,1,1,,1,1,1,0,1,1,,1,0,1,1,1,1,1,1,0
232304141,232304,2011,23,rural,,117,house_tap,0,0,0,0,0,,1,1,1,0,0,0,,1,0,1,1,0,0,0,1,0
232304142,232304,2011,23,rural,,80,yard_tap,0,0,1,0,1,,1,1,0,0,1,1,,0,0,1,0,1,0,1,1,0
232304143,232304,2011,23,rural,,70,yard_tap,0,0,1,0,0,,1,1,1,0,1,0,,0,0,1,0,0,0,1,1,0
232304144,232304,2011,23,rural,,80,house_tap,0,0,1,0,0,,1,1,1,0,1,0,,0,0,1,0,0,0,0,1,0
232304145,232304,2011,23,rural,,60,house_tap,0,0,0,0,1,,1,1,1,0,0,0,,0,0,1,0,1,1,0,1,0
232401001,232401,1997,23,rural,3,63,house_tap,1,1,1,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,,,
232401001,232401,2000,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,1,,
232401001,232401,2004,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,0,1,1,
232401001,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,1,1,0,0,1,0,1,0
232401001,232401,2009,23,rural,,90,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,1,1,1,0,1,1,1,1,0
232401001,232401,2011,23,rural,,85,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,1,0,1,1,1,0
232401002,232401,1997,23,rural,3,66,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,,,,
232401002,232401,2000,23,rural,3,66,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,0,,
232401002,232401,2004,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,0,0,1,
232401002,232401,2006,23,rural,2,,house_tap,1,1,0,0,0,0,1,0,1,0,0,1,,0,1,1,0,0,1,0,1,0
232401003,232401,1997,23,rural,3,70,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,,,
232401003,232401,2000,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,1,,
232401003,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,1,1,1,0,0,1,0,1,0
232401003,232401,2009,23,rural,,86,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,1,1,0,1,1
232401003,232401,2011,23,rural,,86,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401004,232401,1997,23,rural,3,63,house_tap,1,1,1,0,0,0,1,1,1,1,1,1,,1,1,1,1,0,1,,,
232401004,232401,2000,23,rural,3,,house_tap,1,1,0,1,0,0,1,1,1,0,0,1,,1,0,1,1,0,1,1,,
232401004,232401,2004,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,1,1,
232401004,232401,2006,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,1,0,1,1,0,1,1,1,0
232401004,232401,2009,23,rural,,70,house_tap,1,1,1,1,0,,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401004,232401,2011,23,rural,,70,house_tap,1,1,0,1,0,,1,1,1,0,0,1,,1,1,1,0,0,0,0,1,0
232401005,232401,1997,23,rural,3,60,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,,,
232401005,232401,2000,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,1,0,1,0,,
232401005,232401,2004,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,
232401005,232401,2009,23,rural,,74,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,1,1,1,1,1,1,1,0
232401005,232401,2011,23,rural,,85,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,1,1,0,1,1,0,1,0
232401006,232401,1997,23,rural,3,63,house_tap,1,1,1,0,0,0,1,1,1,0,1,0,,0,0,1,0,0,0,,,
232401006,232401,2000,23,rural,3,63,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,1,,
232401006,232401,2004,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,
232401006,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401006,232401,2009,23,rural,,105,house_tap,1,1,1,0,0,,1,1,1,0,0,0,,0,1,1,0,1,1,0,1,0
232401006,232401,2011,23,rural,,110,house_tap,1,1,0,0,0,,1,1,1,1,0,0,,1,1,1,0,1,1,0,1,0
232401007,232401,1997,23,rural,4,66,house_tap,1,1,1,0,0,1,1,1,1,0,1,0,,0,0,1,0,1,1,,,
232401007,232401,2000,23,rural,4,,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,,0,0,1,1,1,1,1,,
232401007,232401,2004,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,1,0,1,0,1,1,1,1,
232401007,232401,2006,23,rural,4,,house_tap,1,1,0,0,0,0,1,1,1,0,1,1,,1,0,1,0,1,1,0,1,0
232401007,232401,2009,23,rural,,73,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,1,0,1,0,1,1,1,1,0
232401007,232401,2011,23,rural,,75,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,1,1,1,0,1,0
232401008,232401,1997,23,rural,3,70,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,1,0,1,1,0,1,,,
232401008,232401,2000,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,1,0,1,0,,
232401008,232401,2004,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,1,1,1,1,1,0,0,0,
232401008,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,0,1,0
232401008,232401,2009,23,rural,,60,house_tap,1,1,0,0,0,,1,1,1,1,0,0,,0,0,1,0,0,1,0,1,0
232401008,232401,2011,23,rural,,102,house_tap,1,1,0,0,0,,1,1,1,1,0,0,,0,1,1,0,1,1,0,1,0
232401009,232401,1997,23,rural,3,75,house_tap,1,1,0,0,0,0,1,0,1,1,0,0,,1,1,1,0,1,1,,,
232401009,232401,2000,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,1,,
232401009,232401,2004,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,1,1,1,1,1,1,1,
232401009,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401009,232401,2009,23,rural,,90,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,1,1,0,1,0
232401009,232401,2011,23,rural,,103,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,1,1,1,0,1,1,1,1,0
232401010,232401,1997,23,rural,3,67,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,1,0,1,,,
232401010,232401,2000,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,1,,
232401010,232401,2004,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,1,0,1,1,1,
232401010,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,1,1,1,1,0,1,1,1,0
232401010,232401,2009,23,rural,,60,house_tap,1,1,0,0,0,,1,1,1,1,0,0,,0,0,1,0,0,1,0,1,0
232401010,232401,2011,23,rural,,121,house_tap,1,1,0,0,0,,1,1,1,1,0,0,,1,1,1,0,1,1,0,1,0
232401011,232401,1997,23,rural,3,66,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,,,
232401011,232401,2000,23,rural,3,,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,1,0,1,1,0,1,1,,
232401011,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,1,1,1,0,0,1,1,1,1
232401011,232401,2009,23,rural,,130,house_tap,1,1,0,0,1,,1,1,1,0,0,0,,1,1,1,0,1,0,1,1,0
232401011,232401,2011,23,rural,,86,house_tap,1,1,0,0,0,,1,1,1,1,0,0,,1,1,1,0,1,1,0,1,0
232401012,232401,1997,23,rural,4,56,house_tap,1,1,1,0,0,1,1,1,0,0,1,0,,0,0,1,0,0,0,,,
232401012,232401,2000,23,rural,4,,house_tap,1,1,0,0,0,1,1,1,0,0,1,0,,0,0,1,1,0,1,1,,
232401012,232401,2004,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,0,1,
232401012,232401,2009,23,rural,,70,house_tap,1,1,1,0,0,,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401012,232401,2011,23,rural,,74,house_tap,1,1,1,0,0,,1,1,1,0,0,0,,0,0,1,1,0,1,0,1,0
232401013,232401,1997,23,rural,3,64,house_tap,1,1,1,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,,,
232401013,232401,2000,23,rural,3,66,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,1,,
232401013,232401,2004,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,
232401013,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,1,1,0,0,1,0,0,0
232401013,232401,2009,23,rural,,75,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401013,232401,2011,23,rural,,103,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,1,1,1,1,1,0,1,0
232401014,232401,1997,23,rural,2,70,house_tap,1,1,0,0,0,1,1,0,0,0,1,1,,1,0,1,1,0,1,,,
232401014,232401,2000,23,rural,2,,house_tap,1,1,0,0,0,1,1,1,1,0,0,1,,1,0,1,1,0,1,1,,
232401014,232401,2004,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,1,0,0,,0,1,1,1,0,1,1,1,
232401014,232401,2006,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,0,0
232401015,232401,1997,23,rural,3,66,house_tap,1,1,1,0,0,1,1,1,0,0,1,0,,0,0,1,1,0,1,,,
232401015,232401,2000,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,,
232401015,232401,2004,23,rural,2,,yard_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,0,
232401015,232401,2006,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,0,0,1,0,,0,1,0,0,0,1,0,0,0
232401015,232401,2009,23,rural,,74,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,0,0,0,1,0
232401015,232401,2011,23,rural,,76,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,1,1,1,0,0,1,0,1,0
232401016,232401,1997,23,rural,3,66,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,,,
232401016,232401,2000,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,,
232401016,232401,2004,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,1,
232401016,232401,2006,23,rural,2,,house_tap,1,1,0,0,0,0,1,0,1,0,0,0,,0,0,1,0,0,1,0,0,0
232401016,232401,2009,23,rural,,84,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,1,1,1,0,1,1,1,0
232401016,232401,2011,23,rural,,70,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,0,0,1,0,1,0
232401017,232401,1997,23,rural,1,66,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,,,
232401017,232401,2000,23,rural,1,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,0,,
232401017,232401,2004,23,rural,1,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,0,0,
232401017,232401,2006,23,rural,1,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,0,1,0
232401017,232401,2009,23,rural,,63,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,0,0,1,1,1,0
232401017,232401,2011,23,rural,,63,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,0,0,1,1,1,0
232401018,232401,1997,23,rural,3,66,house_tap,1,1,1,0,0,0,1,1,0,0,0,1,,0,0,1,0,0,1,,,
232401018,232401,2000,23,rural,3,63,house_tap,1,1,0,0,0,0,1,1,1,0,1,1,,0,0,1,0,1,1,0,,
232401018,232401,2004,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,0,0,1,1,,0,1,1,1,0,1,0,1,
232401018,232401,2006,23,rural,3,,house_tap,1,1,0,0,0,0,1,0,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401018,232401,2009,23,rural,,85,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,1,1,0,1,0
232401018,232401,2011,23,rural,,74,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,1,0,1,0,1,1,0,1,0
232401019,232401,1997,23,rural,3,66,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,,,
232401019,232401,2000,23,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,0,,
232401019,232401,2004,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,1,0,1,0,1,
232401019,232401,2006,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,1,1,0,0,1,0,1,0
232401019,232401,2009,23,rural,,100,house_tap,1,1,1,0,0,,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401019,232401,2011,23,rural,,74,house_tap,1,1,1,0,0,,1,1,1,0,1,1,,1,0,1,1,0,1,1,1,0
232401020,232401,1997,23,rural,2,80,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,,0,0,1,1,0,1,,,
232401020,232401,2000,23,rural,2,,house_tap,1,1,1,0,0,0,1,1,1,0,0,0,,0,0,1,1,0,1,0,,
232401020,232401,2004,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,
232401020,232401,2006,23,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,0,0,,0,1,1,0,0,1,0,1,0
232401020,232401,2009,23,rural,,50,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401020,232401,2011,23,rural,,74,house_tap,1,1,1,0,0,,1,1,1,0,0,0,,0,0,1,0,0,0,0,0,0
232401081,232401,2004,23,rural,1,23,house_tap,1,1,0,0,0,0,1,0,0,0,0,1,,0,0,1,0,0,1,1,1,
232401081,232401,2006,23,rural,1,,house_tap,1,1,0,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,1,1,1,1
232401081,232401,2009,23,rural,,74,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,0,1,0,0,1,0
232401081,232401,2011,23,rural,,74,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,1,0,0,1,0
232401082,232401,2004,23,rural,3,50,house_tap,1,0,1,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,1,1,1,
232401082,232401,2006,23,rural,2,,house_tap,1,1,1,0,0,0,1,0,1,0,0,0,,0,0,1,0,0,1,0,1,0
232401082,232401,2009,23,rural,,70,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,1,1,1,1,0
232401082,232401,2011,23,rural,,69,house_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,0,1,0,1,1,0
232402001,232402,1997,23,rural,4,,,,0,,,,,,,,,,,,,,,,,,,,
232402001,232402,2000,23,rural,3,,yard_well,0,0,1,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,,
232402001,232402,2004,23,rural,3,,yard_well,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,
232402001,232402,2006,23,rural,3,,yard_well,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,1
232402001,232402,2009,23,rural,,120,yard_well,0,0,1,0,0,,1,0,0,0,0,0,,0,0,1,0,0,1,0,0,0
232402001,232402,2011,23,rural,,40,house_tap,0,0,1,0,0,,1,1,0,0,0,0,,0,0,1,0,0,0,0,1,0
232402002,232402,1997,23,rural,4,60,yard_well,0,0,1,0,0,1,0,1,0,0,1,0,,0,0,1,0,0,0,,,
232402002,232402,2000,23,rural,4,60,yard_well,0,0,1,0,0,1,0,1,0,0,1,0,,0,0,1,0,0,0,0,,
232402003,232402,1997,23,rural,2,104,yard_well,0,0,1,1,0,0,,1,0,0,0,0,,0,0,1,0,0,,,,
232402003,232402,2000,23,rural,2,,yard_well,0,0,0,1,0,0,1,1,1,0,0,0,,0,0,1,0,1,1,0,,
232402003,232402,2004,23,rural,2,,other,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,
232402003,232402,2006,23,rural,2,,yard_well,0,0,0,1,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,0,1,0
232402004,232402,1997,23,rural,4,103,yard_well,0,0,1,0,0,1,0,0,0,0,0,1,,0,0,1,0,0,,,,
232402004,232402,2000,23,rural,4,50,yard_well,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,
232402004,232402,2004,23,rural,4,,house_tap,1,0,1,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,1,1,1,
232402004,232402,2006,23,rural,6,100,other,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,1,0
232402004,232402,2009,23,rural,,95,yard_well,0,0,1,1,0,,1,1,1,0,1,1,,0,0,1,0,0,1,1,1,0
232402004,232402,2011,23,rural,,100,house_tap,0,0,1,1,0,,1,1,0,0,0,0,,0,0,1,0,0,1,1,1,0
232402005,232402,1997,23,rural,3,60,yard_well,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,,,
232402005,232402,2000,23,rural,3,,yard_well,0,0,1,0,0,0,1,1,0,0,1,0,,0,0,1,0,0,0,0,,
232402005,232402,2004,23,rural,4,,yard_well,0,0,1,0,0,0,1,1,0,1,1,0,,0,1,0,1,0,0,0,1,
232402005,232402,2006,23,rural,4,,yard_well,0,0,1,0,0,0,1,0,1,0,0,0,,0,0,1,0,0,1,0,1,0
232402005,232402,2009,23,rural,,138,yard_well,0,0,1,0,0,,1,1,1,0,1,0,,0,0,1,0,0,1,0,1,0
232402005,232402,2011,23,rural,,138,house_tap,0,0,0,0,1,,1,1,1,0,0,0,,0,0,1,0,0,1,1,1,0
232402006,232402,1997,23,rural,5,90,yard_well,0,0,1,0,0,1,0,1,0,0,1,0,,0,0,1,0,0,0,,,
232402006,232402,2000,23,rural,4,,yard_well,0,0,1,0,0,1,0,1,0,0,1,0,,0,0,1,9,0,0,0,,
232402006,232402,2004,23,rural,4,,yard_well,0,0,1,1,0,0,1,1,0,0,0,0,,0,0,1,0,0,1,0,0,
232402006,232402,2009,23,rural,,124,yard_well,0,0,1,1,0,,1,1,1,0,1,0,,0,0,0,1,0,0,1,0,1
232402006,232402,2011,23,rural,,124,house_tap,0,0,0,1,0,,1,1,1,0,0,1,,0,0,1,0,0,0,0,1,0
232402007,232402,1997,23,rural,4,90,yard_well,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,,,
232402007,232402,2000,23,rural,5,,yard_well,0,0,1,0,0,0,1,1,0,0,1,1,,0,0,1,0,0,0,1,,
232402007,232402,2004,23,rural,6,,yard_well,0,0,1,1,0,1,1,1,0,0,1,0,,0,0,1,0,0,0,1,0,
232402007,232402,2006,23,rural,3,,other,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
232402007,232402,2009,23,rural,,75,yard_well,0,0,0,0,0,,1,0,0,0,0,1,,0,0,1,0,0,1,0,0,0
232402007,232402,2011,23,rural,,130,house_tap,0,0,1,1,0,,1,1,1,0,0,0,,0,0,1,0,1,1,0,1,0
232402008,232402,1997,23,rural,4,128,yard_well,0,0,1,0,0,0,1,1,0,0,1,1,,0,0,1,0,0,0,,,
232402008,232402,2000,23,rural,4,,yard_well,0,0,1,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,,
232402008,232402,2004,23,rural,4,,other,0,0,1,1,0,0,1,1,0,0,1,1,,0,0,1,0,0,0,1,1,
232402008,232402,2006,23,rural,4,,yard_well,0,0,1,1,0,0,1,1,0,0,1,1,,0,0,1,0,0,0,1,1,1
232402008,232402,2009,23,rural,,50,yard_well,0,0,1,1,0,,1,1,0,0,0,0,,0,0,1,0,0,0,0,1,0
232402008,232402,2011,23,rural,,90,house_tap,0,0,0,1,0,,1,1,1,0,1,1,,0,0,1,0,0,0,0,1,0
232402009,232402,1997,23,rural,4,86,yard_well,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,,,
232402010,232402,1997,23,rural,3,96,yard_well,0,0,1,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,,,
232402010,232402,2000,23,rural,3,,yard_well,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
232402010,232402,2004,23,rural,3,,other,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,
232402010,232402,2006,23,rural,3,,other,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,1,0,0,0
232402010,232402,2009,23,rural,,90,yard_well,0,0,1,0,0,,1,1,0,0,0,1,,0,0,1,0,0,1,0,0,0
232402010,232402,2011,23,rural,,98,house_tap,0,0,1,0,0,,1,1,0,0,0,1,,0,0,1,0,0,1,0,1,0
232402011,232402,1997,23,rural,5,98,yard_well,0,0,1,0,0,0,1,0,0,0,1,0,,0,0,1,0,0,0,,,
232402011,232402,2000,23,rural,4,,house_tap,0,0,1,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,
232402011,232402,2004,23,rural,2,,yard_well,0,0,1,1,0,0,1,0,0,0,0,0,,0,0,1,0,0,1,0,1,
232402011,232402,2006,23,rural,5,,yard_well,0,0,1,1,0,0,1,0,0,0,1,0,,0,0,1,0,0,1,1,0,0
232402011,232402,2009,23,rural,,120,yard_well,0,0,1,1,0,,1,1,1,0,1,0,,0,0,1,1,0,0,0,1,0
232402011,232402,2011,23,rural,,120,house_tap,0,0,0,1,0,,1,1,1,0,1,1,,0,0,1,1,1,1,1,1,0
232402012,232402,1997,23,rural,4,86,yard_well,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,,,
232402012,232402,2000,23,rural,4,,yard_well,0,0,1,1,0,0,1,1,0,0,0,0,,0,0,1,0,0,1,0,,
232402012,232402,2004,23,rural,2,,yard_well,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,1,0,0,
232402012,232402,2006,23,rural,4,,yard_well,0,0,0,1,0,0,1,1,1,0,0,1,,0,0,1,0,0,1,0,1,0
232402012,232402,2009,23,rural,,90,house_tap,1,0,0,1,0,,1,0,1,0,0,0,,0,0,1,0,0,0,0,1,0
232402012,232402,2011,23,rural,,98,house_tap,0,0,0,1,0,,1,1,0,0,0,0,,0,0,1,0,0,0,0,1,0
232402013,232402,1997,23,rural,2,80,yard_well,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,,
232402013,232402,2000,23,rural,2,100,yard_well,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
232402013,232402,2004,23,rural,1,,yard_well,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,1,0,0,
232402013,232402,2006,23,rural,1,,other,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,1,0,0,0
232402014,232402,1997,23,rural,1,45,yard_well,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,,,
232402014,232402,2000,23,rural,1,100,yard_well,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,1,0,,
232402014,232402,2004,23,rural,1,,yard_well,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,
232402014,232402,2009,23,rural,,80,yard_well,0,0,0,0,0,,1,0,1,0,0,0,,0,0,1,0,0,1,0,1,0
232402014,232402,2011,23,rural,,230,house_tap,0,0,0,0,0,,1,1,1,0,1,1,,0,0,1,0,0,1,0,0,0
232402015,232402,1997,23,rural,1,,,,0,,,,,,,,,,,,,,,,,,,,
232402015,232402,2000,23,rural,3,70,yard_well,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,1,0,,
232402015,232402,2004,23,rural,3,,other,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,
232402015,232402,2006,23,rural,3,,yard_well,0,0,1,1,0,0,1,1,0,0,0,0,,0,0,1,0,0,1,0,1,0
232402015,232402,2009,23,rural,,36,yard_well,0,0,0,1,0,,1,1,1,0,0,0,,0,0,1,0,0,1,0,1,0
232402015,232402,2011,23,rural,,300,house_tap,0,0,0,1,0,,1,1,1,0,1,1,,0,0,1,0,1,1,0,1,0
